Id,Name,Rating,Discount(%),CashBack,Cost_for_Two(₹),City,Locality,Home_Delivery,Manu_Count
9751,The Theatric Platter,3,5,30,200,New Delhi,Defence Colony,FALSE,0
9752,Kwality Cake,2,10,50,400,New Delhi,Geeta Colony,FALSE,5
9753,Lala Harbans Lal ( Kali ),2,10,50,300,New Delhi,Jangpura,FALSE,0
9754,Gogia Bakeraes,2,10,50,500,New Delhi,Khureji,FALSE,0
9755,Modi Chaat & Namkeen Bhandar,2,10,50,100,New Delhi,Jangpura,FALSE,1
9756,Jewan Cook,2,10,50,500,New Delhi,New Ranjeet Nagar,FALSE,0
9757,New Golden Bakers,3,5,30,500,New Delhi,"Parsvnath Mall, Inderlok",FALSE,0
9758,Thikana,4.9,10,100,500,New Delhi,Khureji,FALSE,1
9759,Bhojpuriya Pakwan,3,5,30,200,New Delhi,Chander Nagar,FALSE,0
9760,Concept Takeway,4.3,10,50,500,New Delhi,Defence Colony,FALSE,0
9761,Janki Ki Rasoi,2,10,50,150,New Delhi,Laxmi Nagar,FALSE,1
9762,The Grilled Sandwich,3,5,30,200,New Delhi,Krishna Nagar,FALSE,0
9763,Shri Radhey Dhaba,3,5,30,200,New Delhi,Inderlok,FALSE,0
9764,Dhokla And Khandavi,2,10,50,500,New Delhi,Kotla,FALSE,0
9765,Delighted Kitchen,3,5,30,100,New Delhi,Ganesh Nagar,FALSE,1
9766,Linguini - Artisan Pizzas and Pastas,3,5,30,600,New Delhi,Lajpat Nagar 1,FALSE,4
9767,Vikas Kasta Kchori Store,2,10,50,500,New Delhi,Ganesh Nagar,FALSE,0
9768,La Pino'sz Pizza,3,5,30,500,New Delhi,Pandav Nagar,FALSE,0
9769,Delli's Chillies,2,10,50,500,New Delhi,Jangpura,FALSE,0
9770,Ambersari Dhaba,4.4,10,50,350,New Delhi,Lajpat Nagar 1,FALSE,6
9771,Sasta Khaana,3.6,10,50,100,New Delhi,Pandav Nagar,FALSE,1
9772,Harbans Restaurant And Dhaba,2,10,50,500,New Delhi,Jangpura,FALSE,0
9773,Achar Palace,4.2,10,50,500,New Delhi,West Azad Nagar,FALSE,0
9774,Khans Chicken Food,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
9775,My Lord's Cafe,3,5,30,400,New Delhi,Krishna Nagar,FALSE,0
9776,Ruby Dhaba,3.4,10,50,500,New Delhi,Khureji,FALSE,1
9777,Choudhary Flavours,4.5,10,75,500,New Delhi,South Extension,FALSE,4
9778,Owls Hour,2,10,50,250,New Delhi,Kotla,FALSE,0
9779,Deep Pompa's Chicken Point,4.3,10,75,600,New Delhi,Geeta Colony,FALSE,1
9780,Raja Dhaba,4,10,50,200,New Delhi,Krishna Nagar,FALSE,2
9781,Biglife Hospitality Pvt Ltd,2,10,50,500,New Delhi,New Govindpura,FALSE,0
9782,Al Irshad,2,10,50,500,New Delhi,Khureji,FALSE,0
9783,Taste By Brothers,3,5,30,400,New Delhi,Vikas Marg,FALSE,2
9784,Akram Bhai Biryani Wale,4.1,10,50,500,New Delhi,Shastri Park,FALSE,1
9785,The Ruby Dhaba,2.9,25,100,400,New Delhi,Geeta Colony,FALSE,5
9786,Anna Durga South Indian Food Corner,3,5,30,200,New Delhi,Jangpura,FALSE,1
9787,Lionfresh.Com,2,10,50,500,New Delhi,Jangpura Extn,FALSE,11
9788,Mithla Dhaba,2,10,50,300,New Delhi,Nizamuddin,FALSE,1
9789,Taneja Family Restaurants,2,10,50,500,New Delhi,Krishna Nagar,FALSE,0
9790,Food N Vouge Caterers,2,10,50,500,New Delhi,Jangpura Extn,FALSE,0
9791,China Hut,3.9,10,50,300,New Delhi,Jangpura,FALSE,9
9792,MDR Kitchen,2,10,50,400,New Delhi,Laxmi Nagar,FALSE,1
9793,Vicky Khurana Sn Mkt,2,10,50,500,New Delhi,Sarojini Nagar,FALSE,0
9794,Chache Di Hatti,4.9,10,100,500,New Delhi,Sarojini Nagar,FALSE,0
9795,Mulaim Bhai Ke Special Chole Kulche,3,5,30,200,New Delhi,Jangpura,FALSE,0
9796,Shah Dairy Sweet And Namkeen Shop,2.7,3,25,500,New Delhi,Khureji,FALSE,0
9797,Coffee & Tea Point,2,10,50,250,New Delhi,Jangpura,FALSE,0
9798,Pompas Chicken,3.9,10,50,300,New Delhi,Chander Nagar,FALSE,0
9799,Sudha Sakahari Bhojanalya,2,10,50,200,New Delhi,Nizamuddin,FALSE,0
9800,AK 47 Restaurant,2,10,50,500,New Delhi,Shakarpur,FALSE,0
9801,Restaurant AK47,2.8,10,50,300,New Delhi,Vikas Marg,FALSE,0
9802,Urban Chix,2,10,50,500,New Delhi,Geeta Colony,FALSE,2
9803,Bong Flavours,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
9804,After Bottle,2,10,50,400,New Delhi,Shakarpur,FALSE,0
9805,Destiny Resto Cafe & Lounge,2,10,50,500,New Delhi,Jangpura Extn,FALSE,0
9806,Gully Biryani Blast,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
9807,Afgani Burger,2,10,50,500,New Delhi,Jangpura,FALSE,0
9808,Pak Afghan Restaurant,2,10,50,500,New Delhi,Jangpura,FALSE,4
9809,Narang Bakery,3,10,75,300,New Delhi,Krishna Nagar,FALSE,0
9810,Jains Pizza,3.9,10,50,300,New Delhi,Shakarpur,FALSE,2
9811,Jain's Pizza,2,10,50,100,New Delhi,Shakarpur,FALSE,2
9812,Shree ram dhaba,4,10,50,250,New Delhi,Vikas Marg,FALSE,2
9813,Pakeeza Restaurant,3,10,75,500,New Delhi,Jangpura,TRUE,9
9814,The Grilled Sandwich Cafe,3,5,30,300,New Delhi,Geeta Colony,FALSE,0
9815,34 Chowringhee Lane,3,5,30,400,New Delhi,Defence Colony,FALSE,1
9816,Modi's Special,2,10,50,200,New Delhi,Jangpura,FALSE,0
9817,Pizza Junction,2,10,100,500,New Delhi,South Extension,FALSE,0
9818,AFG Fast Food,3,5,30,400,New Delhi,Jangpura,FALSE,0
9819,Purani Delhi Zaykha,3,5,30,300,New Delhi,Nizamuddin,FALSE,0
9820,Pakeeza Restaurants,5,10,50,500,New Delhi,Jangpura,FALSE,0
9821,China Hut,3.6,10,50,200,New Delhi,Laxmi Bai Nagar,FALSE,0
9822,Urban Hub,3,5,30,500,New Delhi,Sarojini Nagar,FALSE,0
9823,Delhi Biryani Hut,3.9,10,50,300,New Delhi,Jangpura,FALSE,1
9824,Sunil Chole Bhature,3,5,30,100,New Delhi,Defence Colony,FALSE,0
9825,Baba Wali Restaurant,2,10,50,500,New Delhi,Jangpura,FALSE,0
9826,Chaap King,3.4,10,100,500,New Delhi,Lajpat Nagar 1,FALSE,2
9827,Taneja Sweets,3.7,10,50,300,New Delhi,West Azad Nagar,FALSE,0
9828,Khalsa Dhaba,3,5,30,400,New Delhi,Krishna Nagar,FALSE,0
9829,Pakeeza Burger,3.1,10,50,500,New Delhi,Jangpura,FALSE,2
9830,Jagdamba Corner,2,10,50,500,New Delhi,Sarojini Nagar,FALSE,0
9831,Modi Pastry Corner,4,10,50,250,New Delhi,Jangpura,FALSE,4
9832,Food On Bell,2,10,50,500,New Delhi,Vikas Marg,FALSE,0
9833,Mama Sweets,2,10,50,500,New Delhi,Nizamuddin,FALSE,1
9834,G D Chinese,2,10,50,500,New Delhi,Defence Colony,FALSE,0
9835,Food Singh,2,10,100,500,New Delhi,Kotla,FALSE,0
9836,Sethi's,2,10,100,500,New Delhi,Kotla,FALSE,0
9837,Delhi Food Factory,2,10,100,500,New Delhi,Kotla,FALSE,0
9838,Mohan Sweets Sarojini Nagar,2,10,50,500,New Delhi,Sarojini Nagar,FALSE,0
9839,Sultan Dhaba,3.6,10,75,400,New Delhi,Geeta Colony,FALSE,3
9840,Veggie Burger,4.5,10,50,200,New Delhi,Inderlok,TRUE,1
9841,Harbans Da Tandoor,3,10,75,400,New Delhi,Jangpura,FALSE,2
9842,Bunty Dhaba,4,10,125,500,New Delhi,Defence Colony,FALSE,4
9843,Khatta Meetha Restaurant,2,10,50,500,New Delhi,Sarojini Nagar,FALSE,0
9844,Shahr And Big Bite Restaurant,2,10,50,500,New Delhi,Jangpura,FALSE,0
9845,Modi Special,2,10,50,500,New Delhi,Jangpura,FALSE,0
9846,Shivam Zaika,2,10,50,300,New Delhi,South Extension 1,FALSE,1
9847,Al-Mughni Restaurant,2,10,50,500,New Delhi,Jangpura,FALSE,0
9848,Shanu Restaurant,2,10,50,500,New Delhi,Jangpura,FALSE,0
9849,Olio Cafe,2,10,50,500,New Delhi,Jangpura,FALSE,0
9850,Cold Love Ice Cream,4.3,10,50,600,New Delhi,Lajpat Nagar 1,FALSE,10
9851,Capital's Samosa,2,10,50,100,New Delhi,Vikas Marg,FALSE,1
9852,D S Biryani Corner,3.7,10,125,1100,New Delhi,Roop Nagar,FALSE,0
9853,(Shakeel Confectionary) (Layba Bakery),2,10,50,500,New Delhi,Khureji,FALSE,0
9854,Alam Special Maggi,3,5,30,200,New Delhi,Khureji,FALSE,0
9855,Khalsa Dhaba,4.3,10,75,450,New Delhi,Krishna Nagar,FALSE,3
9856,Rdh Chaat Bhandar,4.8,3,25,200,New Delhi,Laxmi Bai Nagar,FALSE,2
9857,Rajdhani Namkeens,2,10,50,500,New Delhi,Kotla,FALSE,0
9858,Kadak Singh Da Dhaba,3,5,30,500,New Delhi,Defence Colony,FALSE,0
9859,Mahalaxmi Confectionery,3,5,30,500,New Delhi,Jangpura,FALSE,0
9860,Krishna Ji Ke Special,2,10,50,100,New Delhi,Nizamuddin,FALSE,0
9861,ABC Cake Shop,2,10,50,300,New Delhi,Shakarpur,FALSE,0
9862,Lazeez Restaurant,2,10,100,500,New Delhi,Jangpura,FALSE,0
9863,Pawan Caterers,2,10,50,300,New Delhi,Laxmi Bai Nagar,FALSE,0
9864,Fabelle Chocolates,2,10,100,400,New Delhi,Vikas Marg,FALSE,1
9865,Gupta Eating Point,2,10,50,200,New Delhi,Shakarpur,FALSE,3
9866,Amritsari Tandoori Kulche Chole Hub,3.9,10,50,200,New Delhi,Krishna Nagar Extn,FALSE,1
9867,Radhey Krishna Restaurant,2,10,50,200,New Delhi,Khureji,FALSE,0
9868,Mission Momo,4.1,10,75,400,New Delhi,Defence Colony,FALSE,2
9869,RollsKing,3.6,25,100,400,New Delhi,Defence Colony,TRUE,6
9870,Gupta Eating Corner,2,10,50,300,New Delhi,Khureji,FALSE,0
9871,Cake And Bake,3,20,75,200,New Delhi,Lajpat Nagar 1,FALSE,0
9872,Cj's Fresh,4.1,10,50,700,New Delhi,Defence Colony,FALSE,12
9873,Onlineggs,3,5,30,200,New Delhi,Shastri Nagar,FALSE,0
9874,Happy Monk,3,5,30,400,New Delhi,Krishna Nagar,FALSE,1
9875,Legion Entertainment Pvt Ltd,2,10,50,500,New Delhi,South Extension 1,FALSE,0
9876,Veer Chickens,3,5,30,500,New Delhi,Inderlok,FALSE,0
9877,Pick Fresh Fish,2,10,50,400,New Delhi,Laxmi Bai Nagar,FALSE,2
9878,Dastarkhan E Awadh,3,5,30,400,New Delhi,Khureji,FALSE,1
9879,Best Biryani,2,10,100,500,New Delhi,Khureji,FALSE,0
9880,Mathura Sweets And Namkeen,3.2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
9881,Slicy Pizza,4,10,50,300,New Delhi,Shakarpur,FALSE,6
9882,Shahr Restaurant,2,10,50,500,New Delhi,Jangpura,FALSE,0
9883,Chicken King,3,25,75,250,New Delhi,Preet Vihar,FALSE,1
9884,Wendys - Def Col,3,5,30,500,New Delhi,Civil Lines,FALSE,0
9885,Raja Bhoj & Co.,2,10,100,500,New Delhi,Defence Colony,FALSE,0
9886,Choice Of Kitchen,3,5,30,500,New Delhi,Laxmi Nagar,FALSE,0
9887,Chicken Chatkara,3,5,30,500,New Delhi,Shastri Nagar,FALSE,0
9888,Rolls King,4.5,10,100,500,New Delhi,Lajpat Nagar 1,FALSE,0
9889,Mutton Mahal,2,10,50,500,New Delhi,Ashok Vihar Phase 4,FALSE,3
9890,HR Lounge,2,10,100,800,New Delhi,Bhogal,FALSE,0
9891,Snackhub,4,10,50,400,New Delhi,Defence Colony,FALSE,5
9892,Health First Cafe,4.2,10,50,400,New Delhi,Krishna Nagar,FALSE,4
9893,Old Bismillah hotel,2.8,10,75,400,New Delhi,Civil Lines,FALSE,4
9894,Mama's' Chicken,3,10,75,400,New Delhi,Civil Lines,FALSE,2
9895,Domzz Pizza,2.7,10,75,500,New Delhi,Civil Lines,FALSE,2
9896,Radhey Shyam Da Dhaba,3.2,10,50,200,New Delhi,Chander Nagar,FALSE,1
9897,Chatore Punjabi,3.7,3,25,400,New Delhi,Krishna Nagar,FALSE,10
9898,Valmiki Basti,2,10,50,500,New Delhi,Behlolpur,FALSE,0
9899,Chicken Mutton.Com,3,5,30,400,New Delhi,Inderlok,FALSE,1
9900,L.P Grand Restaurant,3,5,30,350,New Delhi,Laxmi Nagar,FALSE,1
9901,Momozia,2,10,50,199,New Delhi,Shakarpur,FALSE,0
9902,Cake Central - Premier Cake Design Studio,3,5,30,300,New Delhi,Defence Colony,FALSE,0
9903,Amritsari Kulcha Hub,3.6,3,25,200,New Delhi,Geeta Colony,FALSE,2
9904,Lord Of Meals,2,10,50,250,New Delhi,Krishna Nagar,FALSE,0
9905,Yaara Di Hatti,2,10,50,500,New Delhi,Geeta Colony,FALSE,0
9906,Canteen 24x7,3,10,75,500,New Delhi,South Extension 1,TRUE,0
9907,Canteen 24x7,3,10,75,500,New Delhi,South Extension 1,FALSE,0
9908,Veer Ji Defence Colo,3,10,75,500,New Delhi,Defence Colony,FALSE,0
9909,Grabb A Pizza,4,10,50,300,New Delhi,Jangpura,FALSE,1
9910,Smoor,4.3,5,30,500,New Delhi,Vikas Marg,TRUE,6
9911,Meatwalas,2.9,10,75,400,New Delhi,Civil Lines,FALSE,4
9912,Special Amritsari Naan,3,5,30,200,New Delhi,Bhogal,FALSE,0
9913,Faasos - Laxmi Nagar,3,5,30,500,New Delhi,Laxmi Nagar,FALSE,0
9914,Lunchbox - Laxmi Nagar,3,5,30,500,New Delhi,Laxmi Nagar,FALSE,0
9915,Firangi Bake - Laxmi Nagar,3,5,30,500,New Delhi,Laxmi Nagar,FALSE,0
9916,The Biryani Life - Laxmi Nagar,3,5,30,500,New Delhi,Laxmi Nagar,FALSE,0
9917,The Good Bowl - Laxmi Nagar,3,5,30,500,New Delhi,Laxmi Nagar,FALSE,0
9918,Immunity Booster Meals By Lunchbox,2,10,50,200,New Delhi,Shakarpur,FALSE,0
9919,Hong Kong Express,4,10,150,700,New Delhi,Lajpat Nagar 1,FALSE,11
9920,The Ginger & Garlic,2,10,50,500,New Delhi,Rana Pratap Bagh,FALSE,0
9921,Navratri Meals by LunchBox,3.7,10,100,500,New Delhi,Vikas Marg,FALSE,4
9922,Chawnsan Chef,3.5,10,75,550,New Delhi,Lajpat Nagar 1,FALSE,10
9923,Gupta Ji,2,10,100,500,New Delhi,Bhogal,FALSE,0
9924,Oven Story - Laxmi Nagar,3,10,75,500,New Delhi,Laxmi Nagar,TRUE,0
9925,Wendys - Laxmi Nagar,3,10,75,500,New Delhi,Vikas Marg,TRUE,0
9926,Parantha's Junction,3,5,30,200,New Delhi,Laxmi Nagar,FALSE,0
9927,Bachelor Kitchen,3,5,30,250,New Delhi,Vikas Marg,FALSE,0
9928,Health First Cafe,2,10,50,500,New Delhi,Krishna Nagar,FALSE,0
9929,Maulana Paan Corner,2,10,50,100,New Delhi,Geeta Colony,FALSE,0
9930,Chicken Tadka,2,10,100,500,New Delhi,Lajpat Nagar 1,FALSE,0
9931,Mughlai Delicacies,2,10,50,500,New Delhi,Jangpura,FALSE,1
9932,Katyani Dhaba,2,10,50,500,New Delhi,Chander Nagar,FALSE,0
9933,"The	Jeet	Dhaba",2,10,50,200,New Delhi,Khureji,FALSE,0
9934,DCA's JCO Club,2,10,50,500,New Delhi,Defence Colony,FALSE,0
9935,Mad Over Donuts,4.3,10,75,350,New Delhi,Shakarpur,FALSE,2
9936,The Library,2,10,100,500,New Delhi,The Chanakya Mall,FALSE,0
9937,Khan Food,2,10,100,500,New Delhi,Khureji,FALSE,0
9938,Vihari Chai Wala,3,5,30,150,New Delhi,Laxmi Nagar,FALSE,1
9939,Sonu Parathe,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
9940,New Chaska Chaap,3.9,10,50,300,New Delhi,Jangpura,FALSE,4
9941,Udan Khatola Food Hub,3,5,30,300,New Delhi,Laxmi Nagar,FALSE,0
9942,Goyal Sweet & Caterers,3,5,30,500,New Delhi,Kotla,FALSE,0
9943,Dillwale Chhole Bhature,4.3,10,50,200,New Delhi,West Patel Nagar,FALSE,1
9944,Faizan Bhai Biryani Wale,3,5,30,400,New Delhi,Shastri Nagar,FALSE,1
9945,Panda Town,3.5,10,50,200,New Delhi,"Parsvnath Mall, Akshardham",FALSE,1
9946,Alam Maggi,3,5,30,200,New Delhi,Khureji,FALSE,0
9947,K K Caters,3.9,10,50,200,New Delhi,Defence Colony,FALSE,2
9948,Sardar Ji De Hatti,3,5,30,200,New Delhi,Geeta Colony,FALSE,0
9949,Again Restaurant,2,10,50,300,New Delhi,Kidwai Nagar,FALSE,3
9950,Royal Lazeez Kitchen,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
9951,Duggal's Rasoi,3,5,30,500,New Delhi,Defence Colony,FALSE,2
9952,The Queens Food Delivery Express,4,10,50,200,New Delhi,Defence Colony,FALSE,1
9953,Yum Dim Sum,2,10,50,500,New Delhi,Defence Colony,FALSE,3
9954,OCD - Online Cake Delivery,3,20,75,400,New Delhi,Kotla,FALSE,0
9955,The Combo House,2,10,50,500,New Delhi,Defence Colony,FALSE,1
9956,Sri Balaji Rasoi,2,10,50,200,New Delhi,Chander Nagar,FALSE,3
9957,New Second Wife Rasoi,3,5,30,200,New Delhi,Defence Colony,FALSE,0
9958,Cheers On Chai,2,10,50,300,New Delhi,Shakarpur,FALSE,0
9959,Lodi-Garden Restaurant N.Delhi,2,10,50,500,New Delhi,Kotla,FALSE,0
9960,Starboy Pizza & Shakes,3,5,30,350,New Delhi,Shakarpur,FALSE,0
9961,Winners Pizza - Fresh Dough,3,5,30,350,New Delhi,Shakarpur,FALSE,0
9962,Green Dot Pizza,3,5,30,350,New Delhi,Shakarpur,FALSE,0
9963,Wrap N Rolls,4.2,3,25,500,New Delhi,Laxmi Nagar,FALSE,1
9964,Hot Rolls,3,10,75,500,New Delhi,Krishna Nagar,FALSE,1
9965,Veg Corner,2,10,50,200,New Delhi,Shadipur,FALSE,2
9966,Gama Kitchen,4,10,50,500,New Delhi,South Extension 1,FALSE,4
9967,Bihari Chai Wala,2,3,25,100,New Delhi,Laxmi Nagar,FALSE,0
9968,Fast Feed,2,10,50,500,New Delhi,"Parsvnath Mall, Akshardham",FALSE,0
9969,Coffee Shaala,3,5,30,200,New Delhi,Amrit Nagar,FALSE,0
9970,Shyam Lassi Wale,2,10,50,200,New Delhi,Laxmi Nagar,FALSE,0
9971,Shree Narayan Vaishno Dhaba,3,5,30,200,New Delhi,South Extension 1,FALSE,0
9972,Megu,2,10,50,500,New Delhi,The Chanakya Mall,FALSE,0
9973,Shri Shakti Foods,2,10,50,500,New Delhi,Geeta Colony,FALSE,1
9974,Khushi Kitchen,2,10,100,450,New Delhi,Vikas Marg,FALSE,2
9975,Megu Restaurant,2,10,50,500,New Delhi,The Chanakya Mall,FALSE,0
9976,Bake My Day Catering,2,10,50,500,New Delhi,The Chanakya Mall,FALSE,0
9977,Chaap Chowk,3.9,5,30,300,New Delhi,Krishna Nagar,FALSE,1
9978,Mugal Paan Center,2,10,50,150,New Delhi,Geeta Colony,FALSE,0
9979,Chaurasia Paan Corner,2,10,50,100,New Delhi,Shakarpur,FALSE,1
9980,Phulwari Restaurent Since 1989,2,3,25,500,New Delhi,Lajpat Nagar 3,FALSE,3
9981,Lazeez Zaika,3.7,25,75,200,New Delhi,Krishna Nagar,FALSE,1
9982,Ginger And Garlic,2,10,50,500,New Delhi,Rana Pratap Bagh,FALSE,0
9983,Pasand Fast Food Corner,2,10,50,100,New Delhi,Vikas Marg,FALSE,1
9984,New Sugandh Restaurant,2,10,50,200,New Delhi,Vikas Marg,FALSE,2
9985,Punjabi Kitchen,3,5,30,200,New Delhi,Pandav Nagar,FALSE,5
9986,Dasmesh Fastfood,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
9987,Annapurna Nashta Corner,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
9988,Super Chinese Momos Wala,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
9989,Chota Jain Dabha,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
9990,Gautam Bhojinalaya,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
9991,Abhishekh Restaurant,2,10,50,500,New Delhi,Gandhi Nagar,FALSE,0
9992,The Tandoori Hut,4.1,10,50,200,New Delhi,Vikas Marg,FALSE,1
9993,Bholi Pakode Wala,3,5,30,100,New Delhi,Kotla,FALSE,0
9994,The Shawarma Bite,3,10,75,200,New Delhi,Krishna Nagar,FALSE,2
9995,Shakes Burger Roll Hub,2,10,50,400,New Delhi,Chander Nagar,FALSE,3
9996,Sardar Ji's Special,2,3,25,100,New Delhi,Roop Nagar,FALSE,2
9997,Flavourof SouthVala,4.1,10,50,200,New Delhi,Vikas Marg,FALSE,0
9998,The Snack Shack Cafe,2,10,50,200,New Delhi,Laxmi Nagar,FALSE,7
9999,Craving Delight,2,10,50,500,New Delhi,Shakarpur,FALSE,0
10000,Cafe 24/7 Online,3,10,75,400,New Delhi,Shastri Nagar,FALSE,4
10001,Diet Villa,3,5,30,200,New Delhi,Shahdara,FALSE,0
10002,Anugrah Hotel,2,10,50,500,New Delhi,Vijay Nagar,FALSE,2
10003,Spice Box Amritsari Kulcha,2,10,50,250,New Delhi,Geeta Colony,FALSE,0
10004,Jain Shikanji,3.9,10,75,300,New Delhi,Vikas Marg,FALSE,4
10005,The Lobby Lounge,2,10,100,2000,New Delhi,Chanakyapuri,FALSE,0
10006,Treatme,2,10,50,500,New Delhi,Kotla,FALSE,0
10007,Pizza 4 You,4.4,10,50,150,New Delhi,Vikas Marg,FALSE,1
10008,Smokee House,3,10,75,400,New Delhi,Vikas Marg,FALSE,4
10009,Chicken Mutton Keema Pav Mumbai Wale,3.6,10,75,500,New Delhi,Vikas Marg,FALSE,1
10010,Curries & Tikkaas,3,5,30,300,New Delhi,Defence Colony,FALSE,2
10011,Swaminarayan,3.9,10,50,250,New Delhi,"Parsvnath Mall, Akshardham",FALSE,0
10012,Shiv Thali Refreshments,2,10,50,500,New Delhi,Kotla,FALSE,0
10013,Modern Nani Chole Bhature,3,10,75,200,New Delhi,West Patel Nagar,FALSE,1
10014,Yang Tse,2,10,50,500,New Delhi,V3s Mall,FALSE,0
10015,The Qube,2,10,50,500,New Delhi,The Chanakya Mall,FALSE,0
10016,New Shahi Restaurant,3,5,30,300,New Delhi,Inderlok,FALSE,0
10017,Gogia Sweet Restaurant,3.9,10,50,250,New Delhi,Khureji,FALSE,0
10018,If Pizza,3.2,10,50,200,New Delhi,Laxmi Nagar,FALSE,8
10019,Mahendra Sweets House & Bakers,4.4,10,50,300,New Delhi,Sarojini Nagar,FALSE,1
10020,Ananda,4.3,10,75,300,New Delhi,West Azad Nagar,FALSE,0
10021,Momo's De Indiano,3.4,5,30,400,New Delhi,Lajpat Nagar 1,FALSE,2
10022,Food Junction (By Monu Dhaba),2.6,10,50,500,New Delhi,Shastri Nagar,FALSE,6
10023,Ganpati Eating Corner,3.8,10,50,200,New Delhi,Laxmi Nagar,TRUE,0
10024,The Chaap Street,3,5,30,700,New Delhi,Defence Colony,FALSE,2
10025,Lovely Special Chinese Fast Food,3,5,30,250,New Delhi,Moti Nagar,FALSE,3
10026,Maa Ki Rasoi,4,10,50,100,New Delhi,Shastri Nagar,FALSE,2
10027,Englut Kitchen,3,5,30,400,New Delhi,Krishna Nagar,FALSE,0
10028,Wai Wai Hot Momos,2,10,50,100,New Delhi,Shakarpur,FALSE,0
10029,Pb 02,2,10,100,400,New Delhi,Ganesh Nagar,FALSE,0
10030,Shankar Chinese Foods,2,10,50,300,New Delhi,Jangpura,FALSE,2
10031,Delikitchen,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
10032,Jitender Sweets,2,10,50,500,New Delhi,Baljit Nagar,FALSE,0
10033,Chotu kabab,3.7,25,75,300,New Delhi,Khureji,FALSE,1
10034,Vanya Veg Cafe,3,5,30,200,New Delhi,Pandav Nagar,FALSE,0
10035,F4 Food,2,10,50,500,New Delhi,Geeta Colony,FALSE,0
10036,Ruby Dhaba,3.5,10,75,500,New Delhi,Geeta Colony,FALSE,2
10037,Gogia Shudh Khoya And Paneer Bhandar,4.1,10,50,200,New Delhi,Geeta Colony,FALSE,21
10038,Krishna Bikaner Sweets,3.6,5,30,500,New Delhi,Khureji,FALSE,4
10039,Home Chimney,2,10,50,150,New Delhi,New Moti Bagh,FALSE,0
10040,Magic Maunchies,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10041,Suhal Enterprises,3,5,30,500,New Delhi,Shastri Nagar,FALSE,0
10042,Krishna Dhaba,2,10,100,500,New Delhi,Shakarpur,FALSE,0
10043,House Of Awadh,3.8,5,30,700,New Delhi,Lajpat Nagar 1,FALSE,3
10044,Mohan Shyam Dairy,4,10,50,300,New Delhi,Vikas Marg,FALSE,0
10045,Juice Station,2,10,50,100,New Delhi,Shastri Nagar,FALSE,1
10046,Classic Pizza Everyday Restaurant,2,10,50,500,New Delhi,Geeta Colony,FALSE,0
10047,Food Holic,2,10,50,200,New Delhi,Vikas Marg,FALSE,2
10048,Suresh Golgappe Wala,2,10,50,500,New Delhi,Jangpura,FALSE,0
10049,Nagpals Kitchen Pure Veg,2,10,50,500,New Delhi,Krishna Nagar Extn,FALSE,0
10050,Sardar Ji Ki Mashoor Chaap,2,10,50,500,New Delhi,Krishna Nagar Extn,FALSE,0
10051,Adda 92,2,10,50,300,New Delhi,Laxmi Nagar,FALSE,1
10052,Nagpals Kitchen Pure Veg,2,10,50,500,New Delhi,Krishna Nagar Extn,FALSE,0
10053,Chai Thela,2.5,10,100,500,New Delhi,"Parsvnath Mall, Akshardham",FALSE,0
10054,Biryani King,3.3,10,100,500,New Delhi,Khureji,FALSE,0
10055,Hari Krishna Rasoi,2,10,50,300,New Delhi,Laxmi Nagar,FALSE,2
10056,Golden Crown Pizza Hub,2,10,50,300,New Delhi,Moti Bagh North,FALSE,3
10057,Uttrakhand Veg And Nonveg,2,10,50,300,New Delhi,Khureji,FALSE,0
10058,Turk Tarzi,4.3,20,75,300,New Delhi,Lajpat Nagar 1,FALSE,4
10059,Chandni Chowk Ka Sonu Parathe Wala,4,3,25,100,New Delhi,Khureji,FALSE,1
10060,Moets Kababchi,2,10,50,500,New Delhi,Jangpura Extn,FALSE,0
10061,Munch In A Crunch Ankit Fastfood Corner,2,10,50,350,New Delhi,Vikas Marg,FALSE,3
10062,Pappu Kachori Wale,2,10,50,100,New Delhi,Jangpura,FALSE,1
10063,Sunshine Restaurant,2,3,25,500,New Delhi,Vikas Marg,FALSE,0
10064,Ginni Restaurant,2,10,50,500,New Delhi,New Patel Nagar,FALSE,0
10065,Raunaq-E-Punjab Restaurant,2,10,50,500,New Delhi,Lajpat Nagar 1,FALSE,0
10066,Kunal Namkeen Corner,2,10,50,500,New Delhi,Kotla,FALSE,0
10067,Kabab Chi,2,10,50,500,New Delhi,Defence Colony,FALSE,0
10068,Kake Di Hatti,3.2,10,50,100,New Delhi,V3S Mall,FALSE,2
10069,Maa Tarini Hotel,2,10,50,100,New Delhi,Nizamuddin,FALSE,0
